id_match,match_number,stage,group,home_team,away_team,hot,hot_reason,home_score,away_score,match_status,start_utc,start_local,local_timezone,start_china,venue,city,country,source_page_url,api_url
400021515,88,Round of 32,,2D,2G,False,,,,1,2026-07-03T18:00:00+00:00,2026-07-03T13:00:00-05:00,America/Chicago,2026-07-04T02:00:00+08:00,Dallas Stadium,Dallas,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021533,89,Round of 16,,W74,W77,False,,,,1,2026-07-04T21:00:00+00:00,2026-07-04T17:00:00-04:00,America/New_York,2026-07-05T05:00:00+08:00,Philadelphia Stadium,Philadelphia,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021530,90,Round of 16,,W73,W75,False,,,,1,2026-07-04T17:00:00+00:00,2026-07-04T12:00:00-05:00,America/Chicago,2026-07-05T01:00:00+08:00,Houston Stadium,Houston,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021532,91,Round of 16,,W76,W78,False,,,,1,2026-07-05T20:00:00+00:00,2026-07-05T16:00:00-04:00,America/New_York,2026-07-06T04:00:00+08:00,New York/New Jersey Stadium,New Jersey,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021531,92,Round of 16,,W79,W80,False,,,,1,2026-07-06T00:00:00+00:00,2026-07-05T18:00:00-06:00,America/Mexico_City,2026-07-06T08:00:00+08:00,Mexico City Stadium,Mexico City,Mexico,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021529,93,Round of 16,,W83,W84,False,,,,1,2026-07-06T19:00:00+00:00,2026-07-06T14:00:00-05:00,America/Chicago,2026-07-07T03:00:00+08:00,Dallas Stadium,Dallas,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021534,94,Round of 16,,W81,W82,False,,,,1,2026-07-07T00:00:00+00:00,2026-07-06T17:00:00-07:00,America/Los_Angeles,2026-07-07T08:00:00+08:00,Seattle Stadium,Seattle,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021528,95,Round of 16,,W86,W88,False,,,,1,2026-07-07T16:00:00+00:00,2026-07-07T12:00:00-04:00,America/New_York,2026-07-08T00:00:00+08:00,Atlanta Stadium,Atlanta,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021535,96,Round of 16,,W85,W87,False,,,,1,2026-07-07T20:00:00+00:00,2026-07-07T13:00:00-07:00,America/Vancouver,2026-07-08T04:00:00+08:00,BC Place Vancouver,Vancouver,Canada,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021536,97,Quarter-final,,W89,W90,False,,,,1,2026-07-09T20:00:00+00:00,2026-07-09T16:00:00-04:00,America/New_York,2026-07-10T04:00:00+08:00,Boston Stadium,Boston,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021538,98,Quarter-final,,W93,W94,False,,,,1,2026-07-10T19:00:00+00:00,2026-07-10T12:00:00-07:00,America/Los_Angeles,2026-07-11T03:00:00+08:00,Los Angeles Stadium,Los Angeles,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021539,99,Quarter-final,,W91,W92,False,,,,1,2026-07-11T21:00:00+00:00,2026-07-11T17:00:00-04:00,America/New_York,2026-07-12T05:00:00+08:00,Miami Stadium,Miami,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021537,100,Quarter-final,,W95,W96,False,,,,1,2026-07-12T01:00:00+00:00,2026-07-11T20:00:00-05:00,America/Chicago,2026-07-12T09:00:00+08:00,Kansas City Stadium,Kansas City,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021541,101,Semi-final,,W97,W98,False,,,,1,2026-07-14T19:00:00+00:00,2026-07-14T14:00:00-05:00,America/Chicago,2026-07-15T03:00:00+08:00,Dallas Stadium,Dallas,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021540,102,Semi-final,,W99,W100,False,,,,1,2026-07-15T19:00:00+00:00,2026-07-15T15:00:00-04:00,America/New_York,2026-07-16T03:00:00+08:00,Atlanta Stadium,Atlanta,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021542,103,Play-off for third place,,RU101,RU102,False,,,,1,2026-07-18T21:00:00+00:00,2026-07-18T17:00:00-04:00,America/New_York,2026-07-19T05:00:00+08:00,Miami Stadium,Miami,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
400021543,104,Final,,W101,W102,False,,,,1,2026-07-19T19:00:00+00:00,2026-07-19T15:00:00-04:00,America/New_York,2026-07-20T03:00:00+08:00,New York/New Jersey Stadium,New Jersey,USA,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,https://api.fifa.com/api/v3/calendar/matches?language=en&count=500&idCompetition=17&from=2026-06-01T00%3A00%3A00Z&to=2026-07-30T00%3A00%3A00Z
